GPA_S1,Age_group,LAB_AVG,CLIN_AVG,Study_hrs_day,Sleep_hrs,Adequate supervision,Self-motivates,Programme prepares for career,Financial_diff,CA_AVG,Takes rest breaks,Concentration in self-study,Manages time effectively,Persists when difficult,Physical health affected,Lecturers approachable,Self_risk_percep,ATT_RATE,Sleep affects concentration,Peer study groups effective,Seeks help when stuck,EXAM_AVG,Hopeless/unmotivated,Sense of belonging,Gender,Completes readings,Burnt out,Clinical takes study time,Can improve performance,Health interferes studies,Employment_hrs,Takes organised notes,Early intervention provided,Participates in clubs,Confident in clinical skills,Anxious about assessments,Regular exercise,Confident to complete prog,Understands content pre-exam,Uses library regularly,Prepared for clinical assess,Considered break,Sleep difficulty,Reviews notes within 24h,Rotations affect performance,ASSIGN_LATE
2.81,2,0.8,0.7,3,5,3,4,1,0,0.9,4,4,5,4,5,3,2,0.85,2,4,4,0.89,2,2,0,2,4,1,4,2,2,3,3,4,4,2,1,2,3,4,2,1,2,2,3,1
3.3,3,0.66,0.69,4,2,3,1,3,1,0.79,1,3,3,3,4,2,1,0.78,4,3,1,0.93,3,4,1,3,3,3,3,5,0,3,3,1,5,2,5,3,2,4,3,4,2,3,1,2
3.15,1,0.77,0.85,3,5,3,2,3,4,0.7,2,3,2,4,2,1,1,0.96,3,3,3,0.67,3,4,1,5,3,3,2,4,0,4,4,3,3,2,4,2,2,5,3,2,3,3,4,0
2.63,1,1.0,0.7,3,3,2,2,3,0,0.73,1,2,3,3,3,3,1,0.59,5,2,4,0.7,2,2,1,3,4,3,3,4,1,3,3,4,1,2,4,3,2,5,2,3,2,3,3,2
2.29,4,0.8,0.89,2,5,1,1,4,1,0.8,1,3,2,3,5,3,1,0.79,4,3,1,0.89,3,5,1,5,1,4,4,2,0,2,2,1,1,3,4,4,3,5,4,3,5,5,1,2
3.22,0,1.0,0.79,2,3,4,1,4,2,0.89,4,3,3,2,2,4,3,0.69,3,3,1,0.88,5,2,1,5,5,4,2,3,2,3,3,1,4,5,3,2,3,2,3,4,4,1,4,2
2.28,3,0.73,0.88,4,5,2,1,3,2,0.9,4,4,3,3,2,4,3,0.79,2,4,1,0.6,5,3,0,3,2,3,4,1,1,5,5,1,4,2,2,3,3,4,2,3,4,3,1,0
2.39,1,0.88,0.88,5,1,4,2,2,0,0.75,2,4,3,5,2,2,1,0.93,3,4,5,0.78,3,3,0,3,3,2,3,4,0,4,4,5,4,2,2,3,4,1,4,5,3,4,1,1
1.98,3,0.76,0.87,3,1,5,3,2,1,0.91,2,2,2,3,3,2,3,0.89,2,2,4,1.0,3,1,1,2,1,2,4,3,1,4,4,4,4,4,4,4,3,5,2,4,3,4,3,2
2.53,2,0.86,0.8,3,1,4,1,2,2,0.8,4,4,1,2,4,2,1,0.67,2,2,2,0.92,3,3,0,2,2,4,2,4,0,4,2,4,2,1,3,1,2,2,2,2,2,2,4,1
2.86,3,1.0,0.6,3,2,2,2,2,0,0.93,1,3,3,2,3,1,1,1.0,3,3,1,1.0,4,5,1,3,1,2,4,1,0,3,3,1,2,2,4,3,1,2,1,3,3,1,3,2
3.14,2,0.69,0.63,4,2,2,1,3,0,0.9,5,4,4,2,2,4,2,0.7,4,4,2,0.9,4,5,0,1,2,3,1,2,1,3,3,2,1,2,2,1,1,2,3,2,1,3,5,0
2.87,2,0.82,0.69,3,1,5,4,2,2,0.8,5,2,1,2,3,3,3,0.75,3,2,5,0.69,1,2,0,2,4,2,3,2,0,4,4,5,4,2,2,4,2,4,3,4,3,1,4,1
2.11,2,0.94,0.79,2,1,3,4,3,2,0.92,4,4,5,1,4,1,1,0.69,5,4,4,0.9,1,3,1,1,4,3,2,4,0,4,4,4,4,1,3,3,3,3,4,3,3,4,2,1
2.88,2,0.88,1.0,4,2,3,1,2,0,0.87,3,3,2,3,3,2,1,0.69,1,3,2,0.64,5,4,0,4,3,2,5,2,1,4,4,2,4,1,3,5,2,1,2,5,5,2,2,1
2.3,0,0.94,0.78,2,2,5,1,1,2,0.87,2,2,2,4,2,1,1,0.9,4,2,5,0.93,4,4,0,2,4,1,3,2,0,2,2,5,2,4,4,3,3,3,2,1,4,3,2,1
3.41,3,0.86,0.84,2,2,1,2,5,2,1.0,3,3,3,4,1,5,1,0.89,3,3,4,0.9,5,1,1,4,3,5,3,1,0,4,4,4,4,3,1,1,3,2,3,1,2,5,4,1
3.41,2,0.92,0.87,2,2,4,3,3,1,0.6,5,3,3,2,3,3,3,0.89,1,3,4,0.89,3,3,0,3,3,3,2,2,2,4,4,4,2,3,2,1,1,3,1,3,3,1,5,1
3.48,3,0.62,1.0,4,5,4,2,4,2,0.77,2,3,2,2,3,1,0,0.68,3,3,4,1.0,3,1,1,1,3,4,4,3,1,2,2,4,4,4,5,1,3,2,1,5,5,5,5,2
2.36,1,0.61,0.9,3,5,3,1,4,3,0.84,5,2,4,3,3,4,2,1.0,3,2,1,0.69,3,3,1,3,2,4,1,3,0,2,2,1,1,2,3,4,2,3,5,3,3,5,2,1
3.22,0,0.86,1.0,3,1,3,2,3,2,0.91,3,3,3,4,2,4,2,0.69,1,3,5,1.0,1,1,1,1,3,3,3,3,2,1,1,5,4,2,1,4,4,2,1,2,3,1,4,1
2.52,4,0.94,0.7,1,5,3,2,2,2,0.79,5,2,5,3,2,3,3,1.0,1,2,4,0.66,4,4,0,4,4,2,2,3,0,4,4,4,3,3,2,4,2,1,2,2,1,5,3,1
2.93,0,0.94,0.7,1,1,3,3,2,0,1.0,3,5,5,3,4,3,2,0.69,2,5,3,0.99,1,4,0,3,2,2,1,2,0,1,1,3,5,5,2,4,3,4,1,3,2,3,4,2
2.4,1,1.0,0.79,2,3,4,2,2,2,0.9,3,4,5,2,4,2,2,0.79,3,4,5,0.9,3,2,1,2,4,2,2,2,0,2,2,5,2,2,4,3,4,2,1,2,1,1,2,2
3.17,1,0.9,0.69,3,3,1,3,4,4,0.6,2,2,5,2,5,4,2,0.7,5,2,2,0.6,2,4,0,2,3,4,1,3,0,4,4,2,4,1,1,3,5,2,2,3,2,5,3,1
2.91,2,0.84,0.7,5,1,2,3,3,3,1.0,2,3,5,1,3,4,1,0.92,2,3,4,0.89,3,3,1,2,4,3,2,4,0,5,5,4,4,5,3,2,3,2,3,2,1,2,3,2
1.88,1,0.66,0.69,1,3,5,4,5,2,0.69,1,4,3,2,3,2,0,0.89,4,4,3,1.0,2,2,1,2,3,5,3,5,0,3,3,3,2,1,4,1,3,5,1,3,1,3,1,1
2.16,2,0.9,0.89,3,3,5,4,3,1,1.0,1,4,1,5,2,3,0,1.0,5,4,3,0.92,3,3,0,3,3,3,2,2,0,2,2,3,1,4,2,2,2,1,2,3,2,3,3,2
2.77,1,0.81,0.93,2,5,5,1,3,1,0.77,5,1,3,3,3,3,3,0.92,1,1,1,0.7,4,3,0,2,2,3,1,1,0,1,1,1,1,1,1,3,5,4,2,4,1,4,2,1
2.9,3,0.77,0.89,3,1,4,5,3,1,0.92,2,3,1,3,5,2,1,1.0,5,3,5,0.89,2,5,0,1,4,3,5,3,4,3,3,5,2,2,2,3,4,3,3,4,2,1,3,0
1.12,1,0.93,1.0,3,1,2,2,4,0,0.6,3,3,3,3,1,4,1,0.78,3,3,5,0.7,3,4,0,4,2,4,2,5,0,2,2,5,3,2,3,4,3,2,1,4,3,1,4,2
2.78,2,0.57,0.78,4,3,4,3,4,1,0.88,5,4,5,3,4,1,2,0.78,1,4,1,0.69,4,4,0,2,5,4,3,2,0,1,1,1,3,5,1,3,5,5,2,2,3,4,3,1
1.69,1,0.89,0.68,3,2,1,4,1,1,0.73,5,2,1,5,2,2,1,0.93,1,2,4,0.59,5,3,1,2,3,1,3,2,1,3,3,4,4,3,1,3,3,1,3,3,2,3,5,1
1.95,3,1.0,0.7,2,1,4,5,4,1,1.0,2,4,4,3,4,3,2,0.89,3,4,1,0.78,3,5,0,3,1,4,4,5,0,4,4,1,3,5,3,3,5,1,4,3,5,2,2,1
2.5,1,0.86,0.7,3,1,4,3,3,2,0.79,3,2,2,2,4,1,1,0.69,3,2,3,0.78,5,5,0,3,3,3,1,4,2,3,3,3,2,4,4,3,2,3,4,2,2,4,2,2
2.79,1,0.93,0.6,4,1,3,4,2,1,0.79,2,4,3,4,4,3,2,0.78,3,4,4,0.98,4,2,0,2,3,2,3,5,1,3,3,4,1,2,4,5,3,2,3,4,3,2,4,1
3.71,1,0.82,0.79,4,2,2,2,3,2,0.93,2,3,3,1,2,3,3,0.9,3,3,3,1.0,3,1,0,5,3,3,4,2,0,4,4,3,4,2,2,2,4,2,3,3,3,2,4,1
2.35,1,1.0,0.79,2,2,4,3,4,0,0.9,1,4,2,5,4,3,3,0.79,4,4,2,0.79,1,2,0,1,5,4,2,2,1,1,1,2,2,4,1,2,4,2,1,3,3,3,4,1
2.64,2,0.95,0.79,3,3,3,5,4,1,0.89,2,1,3,3,1,3,2,0.7,2,1,3,0.99,5,3,0,4,3,4,3,3,0,3,3,3,2,4,2,4,2,4,2,3,2,2,1,0
3.31,4,0.74,0.79,2,5,1,2,3,1,0.8,5,5,5,4,4,1,1,0.9,1,5,4,0.69,2,3,1,1,4,3,4,4,0,1,1,4,4,4,3,2,4,2,4,5,1,3,4,1
3.02,2,0.8,0.78,2,2,3,2,5,2,0.7,1,4,1,5,3,1,1,0.7,5,4,3,0.79,3,5,0,3,4,5,2,2,0,4,4,3,3,2,4,4,5,2,4,5,4,3,2,1
3.19,3,0.96,0.79,2,1,3,4,1,0,0.69,3,1,1,3,3,2,1,0.79,3,1,2,0.6,4,5,0,3,1,1,2,4,1,5,5,2,4,4,4,4,3,1,1,5,4,3,3,1
2.81,2,0.89,0.7,3,0,2,2,4,1,0.84,4,4,2,2,4,3,2,0.89,3,4,3,0.79,3,5,1,1,3,4,5,3,2,3,3,3,1,3,4,3,2,3,4,4,4,3,2,1
2.93,3,0.91,1.0,2,5,4,2,3,0,0.69,3,1,2,5,1,4,2,0.89,4,1,1,0.78,1,2,1,4,4,3,2,3,0,3,3,1,2,2,1,5,4,3,3,3,2,3,3,0
2.9,1,0.97,0.9,2,4,3,2,2,0,0.66,2,3,1,3,4,1,3,0.99,1,2,4,0.93,4,2,1,2,2,3,3,3,0,2,3,3,1,3,2,2,2,1,2,3,4,4,3,1
3.39,1,0.87,0.84,3,1,3,1,1,2,0.66,4,4,5,3,2,4,1,0.89,2,4,4,0.7,3,1,0,5,1,1,1,3,4,3,3,4,2,3,2,1,4,3,5,1,4,5,3,2
2.98,4,0.77,0.79,3,3,5,4,3,2,0.72,2,1,2,4,1,2,2,1.0,3,1,4,0.9,1,1,1,4,2,3,5,5,2,1,1,4,4,3,3,4,3,2,1,3,3,2,2,0
2.76,2,0.78,1.0,2,3,2,3,3,4,1.0,2,3,4,4,2,1,2,0.79,4,3,1,0.69,3,2,0,5,3,3,1,3,1,2,2,1,1,2,4,2,3,2,2,3,3,2,1,2
2.41,2,0.8,1.0,3,5,1,3,3,1,0.66,1,3,5,2,1,5,2,0.79,3,3,2,0.96,4,1,0,1,2,3,4,4,0,2,2,2,4,2,2,2,2,5,5,3,3,3,3,0
2.57,1,0.93,0.78,5,1,5,1,3,0,0.68,4,3,2,1,2,5,1,0.89,1,3,2,1.0,4,3,1,5,4,3,2,1,2,4,4,2,4,4,3,3,4,5,2,4,2,4,3,1
2.26,2,0.93,0.6,4,2,3,4,2,2,0.82,3,2,3,2,4,4,2,0.88,2,2,2,0.75,3,2,0,3,2,2,3,2,1,2,4,4,3,2,3,2,3,2,3,3,3,4,1,1
1.74,3,0.85,0.79,5,2,1,1,2,0,1.0,5,1,1,1,5,5,1,0.91,5,2,1,0.93,5,1,0,1,5,1,1,4,1,1,1,1,1,4,2,1,1,1,1,5,5,1,1,2
2.57,1,0.87,0.91,3,3,4,2,4,4,0.79,5,4,2,1,4,4,1,0.92,2,4,4,0.88,1,3,0,1,1,4,2,4,1,5,5,4,1,1,1,2,4,1,3,5,3,4,4,1
2.74,3,1.0,0.9,4,2,2,2,4,2,0.7,3,2,4,2,2,3,3,0.69,2,2,1,0.79,4,5,1,3,5,4,2,1,0,2,2,1,2,1,4,5,4,2,1,4,3,2,4,1
2.61,1,0.92,1.0,3,3,4,1,3,1,0.9,1,2,4,2,2,1,2,1.0,4,2,2,0.69,3,5,0,5,2,3,3,4,1,2,2,2,3,5,5,3,2,5,4,3,4,3,4,1
2.14,0,0.93,0.68,4,1,5,1,2,2,0.73,5,5,4,1,1,4,1,1.0,1,5,2,0.91,2,2,1,3,2,2,3,1,1,3,3,2,3,1,2,3,1,2,3,1,3,3,1,2
3.09,4,0.74,0.89,2,3,2,3,3,0,0.79,4,4,2,4,3,1,0,0.6,5,4,4,0.89,3,2,0,1,3,3,3,2,1,3,3,4,3,1,3,5,3,2,5,4,3,3,1,2
1.57,2,0.47,0.89,2,1,2,3,2,2,0.5,2,3,4,3,2,4,2,0.7,1,3,3,0.92,2,3,1,3,2,2,3,2,0,3,3,3,3,3,5,4,2,2,4,2,4,3,3,2
3.02,2,0.87,0.89,2,1,4,1,1,1,0.7,2,3,4,1,3,2,2,0.6,3,3,2,0.89,3,4,0,2,4,1,1,4,0,4,4,2,1,2,1,4,1,4,5,1,3,1,3,1
2.19,4,0.73,0.88,2,1,1,2,1,3,0.79,5,3,3,1,4,2,2,0.73,2,3,3,0.8,3,4,1,3,2,1,3,4,0,2,2,3,4,3,3,5,3,1,2,3,4,3,3,1
2.52,1,0.78,0.7,3,5,1,2,2,0,0.99,5,5,4,4,3,1,1,0.79,3,5,2,0.7,3,4,1,4,5,2,4,5,0,2,2,2,5,2,1,3,3,1,2,4,2,2,2,1
1.95,2,0.49,0.68,5,2,5,5,5,0,0.32,4,5,5,5,5,5,1,0.73,5,5,5,0.68,5,5,1,5,5,5,4,5,0,5,5,5,5,5,5,5,5,5,5,4,4,5,5,0
2.11,1,0.85,0.7,5,5,3,1,4,1,0.7,5,2,4,2,1,4,3,0.87,2,2,1,1.0,2,3,0,3,4,4,2,4,4,1,1,1,4,5,1,2,3,3,2,5,2,1,3,2
3.38,1,0.78,0.69,1,1,3,2,2,1,0.69,3,2,2,4,2,2,1,0.79,3,2,3,0.78,5,1,0,2,1,2,1,3,1,1,1,3,4,2,1,2,3,1,3,3,1,2,4,1
2.93,1,0.88,0.78,1,1,3,1,2,1,0.59,4,3,5,5,3,2,1,0.79,2,3,5,0.79,2,1,0,3,2,2,3,2,0,4,4,5,4,5,2,1,4,1,1,4,2,3,4,2
3.06,1,0.72,1.0,2,1,2,4,2,0,0.78,1,1,5,3,3,1,0,0.69,2,1,5,0.7,3,4,1,3,4,2,2,3,4,4,4,5,2,2,3,5,2,3,3,4,3,5,3,2
2.98,1,0.91,0.7,3,1,3,1,5,4,0.89,1,2,2,2,2,3,1,1.0,4,2,3,0.6,5,4,0,1,3,5,2,4,0,2,2,3,3,2,2,3,1,2,3,4,3,2,3,1
2.5,1,0.84,0.66,2,2,1,2,3,1,0.89,1,2,3,3,4,1,1,0.79,5,2,2,0.79,1,5,0,4,1,3,2,4,1,2,2,2,4,4,3,3,4,4,2,4,5,5,4,0
1.52,2,0.78,0.79,1,1,5,2,2,0,1.0,3,5,5,3,4,5,3,0.93,2,5,4,0.67,3,1,1,2,2,2,1,2,1,3,3,4,3,1,1,3,3,1,2,1,5,2,2,1
2.93,4,0.72,0.59,2,3,2,2,3,1,0.69,2,1,1,5,2,2,2,0.99,4,1,4,0.79,3,5,1,4,1,3,4,3,4,1,1,4,3,3,5,4,2,2,3,1,2,2,1,1
2.67,3,0.65,0.57,3,4,1,2,3,2,0.79,3,2,3,2,3,2,0,0.89,3,2,2,0.96,3,3,1,2,3,3,2,2,0,2,2,2,1,4,1,1,2,3,2,2,4,2,2,0
2.3,3,0.95,1.0,3,1,5,3,2,0,0.9,4,2,1,5,3,4,2,0.79,3,2,1,0.89,2,2,1,5,3,2,4,3,0,5,5,1,2,1,3,5,4,4,4,4,2,4,3,1
3.17,3,0.8,0.89,3,1,1,2,1,1,0.8,2,2,2,1,2,3,1,0.72,2,3,3,0.78,1,1,1,3,2,2,2,4,0,4,3,4,4,2,3,1,2,2,4,1,1,3,2,0
3.74,3,0.88,0.9,2,3,3,4,1,0,0.89,4,3,2,2,3,4,3,0.93,1,3,4,1.0,4,5,0,3,1,1,4,5,1,1,1,4,4,3,2,4,4,3,4,2,4,3,2,1
3.54,1,0.84,0.79,2,1,4,3,2,3,0.9,1,3,1,2,5,3,1,0.7,2,3,3,0.79,5,5,1,2,3,2,2,5,2,1,1,3,4,3,3,4,2,2,5,5,3,3,2,1
2.31,4,0.7,0.77,2,2,3,3,4,1,0.89,2,3,5,2,3,1,3,0.7,4,3,2,0.91,4,4,0,4,3,4,3,1,0,3,3,2,2,5,5,4,4,3,1,2,2,3,3,2
2.75,1,0.9,0.55,2,3,1,3,4,0,1.0,5,4,3,2,3,2,2,0.69,4,4,1,0.7,5,4,1,4,4,4,4,2,0,3,3,1,4,2,2,2,4,3,4,2,2,3,1,1
2.16,2,0.68,0.83,3,5,5,2,2,0,0.89,2,4,4,2,3,3,3,0.7,2,4,5,0.73,5,3,1,1,3,2,3,2,1,2,2,5,3,5,3,5,2,4,3,3,3,2,3,0
2.43,0,0.93,0.59,2,3,1,1,2,3,0.64,2,2,1,1,1,2,2,0.75,3,1,2,0.84,2,1,1,2,3,2,2,1,2,2,2,2,1,3,1,2,1,2,2,1,3,3,2,2
2.05,1,0.64,0.69,2,3,5,5,3,4,0.96,1,4,2,3,3,3,0,0.79,2,4,3,0.7,1,4,1,1,4,3,3,3,2,1,1,3,1,3,4,4,3,1,4,3,3,1,1,1
3.26,1,0.99,0.69,5,2,3,3,2,4,0.93,2,4,5,2,3,1,2,0.89,4,4,1,0.8,2,3,1,5,5,2,1,5,0,4,4,1,3,2,5,1,1,4,1,5,3,1,2,1
2.94,2,1.0,0.69,3,5,2,1,3,0,0.78,5,4,5,1,3,4,1,0.9,4,4,3,0.69,4,2,0,2,2,3,1,3,1,3,3,3,2,3,2,1,2,3,2,3,5,3,1,2
1.45,1,0.78,0.4,4,2,1,2,5,1,1.0,2,3,2,5,3,1,3,0.9,3,3,4,0.78,5,3,0,2,4,5,3,2,4,4,4,4,2,4,1,3,2,5,3,2,4,4,5,2
3.43,4,0.86,0.79,2,3,3,4,2,1,0.62,2,2,2,1,3,3,2,0.7,3,2,1,0.79,3,3,1,2,3,2,3,2,0,4,4,1,4,1,3,5,4,3,5,4,1,3,4,1
3.59,1,0.95,0.6,3,2,3,2,1,2,0.7,2,1,1,1,1,4,1,1.0,4,1,2,0.9,2,2,0,4,4,1,4,4,0,4,4,2,2,5,1,4,4,1,5,2,3,4,3,1
3.41,1,0.99,0.77,3,5,4,3,2,1,0.68,3,5,1,3,4,2,0,0.78,3,5,2,1.0,3,5,1,3,3,2,3,4,0,2,2,2,1,2,4,2,3,2,1,5,3,2,3,0
3.35,1,0.8,0.79,4,1,5,5,3,0,0.89,1,5,4,4,4,2,1,0.89,3,5,1,0.6,2,2,0,4,1,3,3,4,2,5,5,1,4,3,4,2,5,4,2,3,3,3,1,0
3.15,1,0.8,0.6,3,2,2,3,3,2,0.93,2,2,5,5,1,2,1,0.7,5,2,3,0.6,4,3,1,4,1,3,3,4,0,1,1,3,5,5,3,3,1,3,3,1,2,2,4,2
3.04,3,0.88,0.92,2,1,4,1,1,0,0.79,2,5,3,2,2,4,2,0.7,2,5,3,0.89,2,2,1,4,5,1,4,3,0,2,2,3,3,5,4,1,4,2,3,2,3,4,2,1
3.76,4,0.86,0.89,2,2,1,1,4,0,0.92,4,3,5,2,1,3,1,0.89,3,3,1,0.78,5,4,0,1,3,4,2,1,1,2,2,1,4,2,3,3,3,3,1,2,1,5,3,1
3.02,3,0.77,0.79,3,3,1,2,4,0,0.93,2,4,1,2,3,2,3,0.68,4,4,2,0.93,1,3,0,1,3,4,4,1,0,3,3,2,5,4,1,5,1,2,5,3,2,5,1,0
3.06,1,0.72,0.69,2,3,4,4,2,0,0.96,2,3,1,2,3,2,2,0.93,3,3,4,0.89,1,3,0,2,5,2,3,4,1,4,4,4,1,1,3,5,3,2,1,2,4,5,3,1
2.81,1,0.63,0.8,4,1,5,2,2,4,0.8,1,2,3,2,4,3,1,0.9,4,2,4,0.6,4,3,1,3,4,3,2,4,0,2,4,3,3,4,1,1,2,2,3,5,4,2,4,1
1.81,3,0.86,1.0,3,1,2,2,2,0,1.0,2,2,2,2,4,2,1,0.93,4,2,2,0.68,4,2,0,2,4,4,2,4,0,2,2,2,2,2,2,2,2,2,2,4,4,2,4,0
2.94,2,0.85,0.91,4,1,5,3,4,1,0.77,3,3,4,3,5,4,2,1.0,2,3,4,0.87,3,1,0,1,5,4,4,2,0,2,2,4,4,2,2,2,1,2,2,1,2,1,3,2
3.24,2,0.93,0.6,2,1,5,2,3,2,0.79,3,2,2,4,4,2,1,1.0,4,2,4,0.79,4,3,0,3,4,3,1,1,0,2,2,4,3,1,5,2,5,2,2,3,1,3,3,1
2.55,3,0.91,1.0,5,3,2,2,4,1,0.96,3,3,4,3,2,2,2,0.69,2,3,3,0.89,2,4,1,3,3,4,4,4,0,5,5,3,4,1,1,4,2,5,1,3,2,1,4,1
2.57,1,0.94,0.79,3,1,4,2,3,4,0.67,5,3,2,5,1,3,2,0.69,2,3,3,0.66,3,4,1,2,3,3,4,2,0,4,4,3,3,5,1,5,2,5,4,2,3,3,3,2
2.53,3,0.6,0.93,2,1,3,2,2,2,0.8,2,2,2,2,4,4,2,0.9,2,2,3,0.9,4,2,0,3,4,2,2,4,0,2,2,2,2,4,2,2,2,3,3,4,4,2,2,1
2.22,3,0.88,0.9,2,5,4,2,3,1,0.7,2,4,5,2,1,3,3,1.0,4,4,1,0.73,2,4,0,2,2,3,2,3,0,4,4,1,3,4,3,1,1,4,4,4,3,5,4,1
3.4,3,0.87,0.72,1,3,1,4,2,2,0.79,5,3,2,4,4,3,1,0.79,4,3,2,0.69,5,1,1,4,2,2,4,4,1,2,2,2,5,2,4,3,1,3,3,3,4,5,3,0
2.35,2,0.98,0.59,5,2,5,1,3,4,0.69,3,2,5,4,1,3,2,0.88,4,2,2,0.89,3,2,1,2,1,3,2,4,1,2,2,2,2,2,3,4,5,2,3,5,4,3,3,1
3.35,1,1.0,0.66,3,1,4,4,4,2,0.89,2,1,1,3,3,1,1,0.9,5,1,5,0.8,3,3,1,2,4,4,3,2,0,1,1,5,2,5,2,2,3,4,3,4,1,2,3,1
2.98,0,0.91,0.89,4,3,2,2,2,0,0.99,3,2,5,4,2,1,1,0.91,5,2,1,0.7,2,4,0,1,5,2,4,3,4,3,3,1,3,4,4,2,4,3,2,4,3,3,4,1
2.74,0,0.89,0.91,5,1,2,2,3,0,0.78,3,4,2,2,4,3,1,0.93,3,2,2,0.69,3,1,1,3,3,3,2,2,0,1,2,3,2,4,3,2,2,2,3,3,4,2,3,1
2.98,3,0.91,0.89,4,3,2,4,3,0,0.79,3,4,3,5,4,5,1,0.69,1,4,1,0.69,3,3,1,2,3,3,5,2,4,2,2,1,2,3,2,1,4,3,2,2,3,3,5,1
1.83,0,0.93,0.89,3,2,4,1,1,4,0.8,2,2,2,2,2,2,2,0.7,2,2,2,0.72,1,3,0,3,2,3,2,3,0,2,3,2,2,3,2,1,3,1,2,3,3,2,3,1
2.81,1,0.9,0.69,2,5,5,1,5,0,0.7,4,5,4,3,4,4,2,0.85,4,5,2,0.89,4,1,0,2,2,5,1,1,0,5,5,2,2,4,1,1,5,3,1,4,2,4,3,1
2.52,3,0.73,0.7,4,5,5,3,5,0,0.88,3,2,2,2,4,2,3,0.9,3,2,5,0.8,4,3,0,3,3,5,2,5,2,4,4,5,3,2,1,1,3,2,2,4,2,4,2,1
3.15,3,0.85,0.91,1,3,2,4,3,0,0.7,2,4,3,2,3,1,2,0.7,2,4,1,0.79,2,5,1,3,2,3,3,4,1,3,3,1,2,3,5,2,4,4,1,5,1,2,4,1
3.81,3,0.95,0.69,4,3,2,1,3,0,0.9,4,3,1,1,3,1,1,0.7,3,2,1,0.69,3,2,1,2,1,5,1,3,0,1,2,2,2,1,2,1,1,1,5,2,1,1,2,1
2.42,1,0.75,0.9,5,2,5,5,3,1,0.79,2,3,3,4,3,2,2,0.94,3,3,1,0.8,3,3,1,1,1,3,3,3,1,4,4,1,2,2,4,5,2,4,3,3,1,4,3,1
2.44,1,0.7,0.69,3,3,1,2,3,1,1.0,4,1,3,2,4,2,1,0.79,3,1,2,1.0,3,3,0,2,2,3,3,3,1,5,5,2,5,3,4,2,3,4,4,1,4,3,5,1
3.19,0,0.83,0.79,4,5,4,5,2,1,0.79,3,5,1,4,4,1,1,0.98,4,5,3,1.0,2,4,0,4,2,2,2,1,0,4,4,3,3,3,4,3,2,3,1,5,4,2,2,1
3.27,0,0.7,0.52,4,2,3,4,5,1,0.99,4,1,3,2,4,4,2,0.79,3,1,2,0.89,1,1,1,3,3,5,1,2,1,3,3,2,4,3,3,4,4,3,3,1,3,5,2,1
3.35,4,1.0,0.77,2,1,5,3,3,1,1.0,4,3,5,5,5,2,1,0.7,2,3,3,1.0,2,3,1,4,5,3,3,1,2,5,5,3,2,2,4,3,2,2,2,1,1,4,2,1
2.85,1,0.83,0.89,2,1,3,3,3,4,0.7,3,2,4,4,5,1,2,1.0,2,2,3,0.7,3,4,0,4,3,3,1,2,0,1,1,3,2,1,3,4,3,1,2,2,3,4,2,1
2.63,1,0.99,0.91,4,1,3,5,3,2,1.0,5,4,2,3,4,5,3,0.9,2,4,1,0.67,4,2,1,3,2,3,2,1,0,2,2,1,3,4,2,2,3,5,2,1,3,4,5,0
2.59,2,0.91,0.89,3,1,3,4,1,0,0.89,1,3,1,5,5,5,3,0.6,4,3,3,0.88,3,2,0,2,3,1,2,1,4,3,3,3,3,3,4,2,4,3,2,1,4,3,2,1
3.33,3,0.82,0.7,2,3,3,1,3,0,0.91,4,2,2,3,4,4,2,0.89,2,2,4,0.83,1,3,1,3,3,3,5,4,2,3,3,4,1,2,5,3,5,4,3,1,3,4,2,2
1.57,1,0.97,0.76,4,2,4,5,3,2,1.0,2,2,2,3,3,4,2,0.7,2,2,3,0.69,1,4,1,5,2,3,3,2,2,4,4,3,3,3,4,1,4,4,3,5,4,5,1,1
3.61,3,0.92,0.96,3,2,4,1,3,1,0.88,2,1,3,1,4,1,2,0.77,2,1,3,0.69,3,3,1,5,4,3,4,2,0,1,1,3,1,4,3,2,2,4,3,3,2,3,2,0
2.79,2,0.89,0.89,5,5,3,5,3,0,0.89,3,2,2,3,5,2,1,0.79,3,2,2,0.79,5,3,1,2,3,3,2,3,2,5,5,2,2,2,2,5,4,4,2,4,4,4,4,0
3.43,1,0.77,0.79,4,1,1,3,2,4,0.7,2,2,2,3,3,3,2,0.7,4,2,3,0.8,5,2,1,2,1,2,1,3,1,5,5,3,4,2,2,1,3,2,2,3,1,1,3,1
2.37,4,0.86,0.89,4,1,3,1,2,2,1.0,1,3,3,5,3,2,2,0.7,4,3,2,0.7,1,3,1,1,3,2,3,2,4,2,2,2,4,4,2,2,5,3,1,2,3,3,2,1
2.48,3,0.96,0.77,3,3,2,4,1,0,0.69,2,1,3,4,1,4,2,0.7,2,1,3,0.7,1,3,1,2,3,1,1,2,0,4,4,3,1,2,4,2,3,1,2,4,4,2,1,2
2.55,3,0.95,0.9,5,3,4,3,4,1,0.78,5,2,4,1,1,3,2,0.7,1,2,3,0.7,2,4,1,1,2,4,2,2,0,1,1,3,1,3,1,4,3,3,2,4,2,2,5,1
1.64,2,0.9,0.79,4,2,1,2,1,0,0.76,2,3,2,1,2,1,1,1.0,4,1,2,0.57,4,1,1,1,4,2,1,4,0,1,3,1,2,5,4,1,1,2,2,5,1,2,4,0
