GPA_S1,Age_group,LAB_AVG,CLIN_AVG,Study_hrs_day,Sleep_hrs,Adequate supervision,Self-motivates,Programme prepares for career,Financial_diff,CA_AVG,Takes rest breaks,Concentration in self-study,Manages time effectively,Persists when difficult,Physical health affected,Lecturers approachable,Self_risk_percep,ATT_RATE,Sleep affects concentration,Peer study groups effective,Seeks help when stuck,EXAM_AVG,Hopeless/unmotivated,Sense of belonging,Gender,Completes readings,Burnt out,Clinical takes study time,Can improve performance,Health interferes studies,Employment_hrs,Takes organised notes,Early intervention provided,Participates in clubs,Confident in clinical skills,Anxious about assessments,Regular exercise,Confident to complete prog,Understands content pre-exam,Uses library regularly,Prepared for clinical assess,Considered break,Sleep difficulty,Reviews notes within 24h,Rotations affect performance,ASSIGN_LATE
2.507204126016889,1,0.936999355309861,0.7462987750887361,1,1,3,2,3,4,0.6538003868140834,3,2,3,4,2,3,2,0.6130006446901388,2,2,3,0.8315994842478889,2,2,0,3,2,3,4,3,1,2,2,3,3,3,4,3,2,3,2,2,2,3,3,1
2.814823804051831,1,0.9678417897250315,0.7194238924747158,1,2,1,2,3,1,0.7027343178002525,1,3,3,2,3,3,2,0.5978417897250315,3,3,1,0.9676268458754735,2,3,0,2,2,3,4,3,0,3,3,1,3,4,2,3,2,4,3,2,2,3,3,1
2.70292728556941,1,0.82754219048362,0.6434335713728501,2,5,3,2,2,0,0.65262657145086,3,2,3,4,4,2,1,0.8485179523400901,3,2,3,0.95474685709828,1,3,0,4,3,2,4,2,0,3,3,3,2,2,4,4,4,1,3,3,4,1,1,1
2.445362543698878,1,0.8468277971995014,0.7896299169485667,4,1,3,2,3,1,0.927439576050187,1,2,4,2,2,1,2,0.6890181380978811,2,2,2,0.69,3,5,0,3,2,3,3,3,1,2,2,2,3,4,2,3,4,4,2,3,2,3,4,1
2.7848318278831394,1,0.9375963869195341,0.7784495483649418,2,2,3,2,2,1,0.6753486450948254,4,3,3,4,3,2,2,0.8103363442337216,2,3,4,0.9620672688467443,3,1,1,2,1,2,1,1,0,1,1,4,1,4,2,3,1,1,3,1,2,1,5,2
1.9787123326354668,3,0.9256103515804592,0.8547199357861258,3,1,2,2,1,2,0.8406605747331704,2,1,2,2,4,2,2,0.8034657505234,2,1,2,0.7831019810550075,4,1,0,2,4,3,2,3,0,2,2,2,2,2,3,2,2,2,2,4,4,2,2,1
2.3875268977076542,1,0.9454063512161011,0.8540285171652713,3,3,1,3,5,2,0.8143110829745851,4,2,2,1,2,4,1,0.8243460779703246,3,2,1,0.6521905364830319,4,1,0,3,3,5,3,3,1,2,2,1,2,2,2,1,3,2,2,3,2,2,3,2
2.733039255161004,3,0.6797654216703946,0.7994747645393544,2,1,2,2,2,2,0.7927485980299642,2,2,2,2,3,4,2,0.9,2,2,3,0.9362570098501793,3,1,0,2,3,2,1,4,0,2,2,2,2,3,2,2,2,3,3,4,2,2,2,1
2.717001006756212,3,0.7501299532905072,0.7853482200350396,2,2,1,2,1,1,0.7453482200350395,3,3,2,2,4,3,1,0.771216253232108,2,2,3,0.7853482200350396,4,3,0,3,4,5,2,4,0,3,4,4,2,4,4,1,5,1,3,4,3,3,4,1
2.7991334357581406,2,0.8916903544376226,0.7021733128483718,2,0,2,2,3,1,0.8351704158925068,3,3,2,2,3,3,2,0.8827556238387604,2,3,3,0.7914488752322479,2,4,0,1,3,3,4,3,2,2,3,3,1,3,4,3,2,3,3,3,3,3,2,1
2.0218424667236015,1,0.8641849825849403,0.9467930383131314,2,3,4,2,3,2,0.7394010940413227,3,1,1,1,3,2,3,0.7286959721359043,2,1,1,0.8577179512378327,4,1,0,4,2,3,5,2,0,3,3,1,3,3,2,2,2,4,2,3,2,3,3,1
1.851518315035217,1,0.9173930468941127,0.7549026004000118,2,2,4,4,5,2,0.89,4,2,2,4,3,1,1,0.7222956472941245,4,2,2,0.8932295647294125,2,2,1,5,1,5,1,4,2,1,1,2,2,2,2,4,1,3,3,1,1,4,2,1
3.3690417806117647,3,0.7743369663661908,0.7518074477907482,2,3,2,2,1,1,0.8469891009014278,3,2,2,1,5,3,1,0.9043369663661908,2,2,3,0.7518074477907482,4,4,0,2,4,5,2,4,0,2,4,3,2,4,3,1,4,1,4,4,3,3,4,1
2.4839585172854473,1,0.8870832251262074,0.7972916774873793,2,1,3,1,2,0,0.7566668397980681,3,3,1,2,3,2,1,0.648333419899034,2,2,2,0.9010417424116548,2,3,0,2,2,3,2,4,0,3,2,3,2,1,3,1,2,2,2,2,2,2,3,1
2.282890280286889,1,0.7951177136564509,0.9270662846917327,2,1,5,3,2,4,0.8924411431717746,2,1,1,2,3,2,3,0.8022057158588728,2,1,2,0.9078160016518164,3,1,0,2,1,2,4,3,0,3,3,2,3,4,3,3,2,5,2,4,2,3,3,1
2.348829531522144,1,0.874707382880536,0.6970610743208039,3,4,4,2,3,1,0.8735241599181242,4,3,2,1,2,3,1,0.7609838933879173,1,3,1,0.6313825525369063,2,3,1,5,3,3,2,1,0,4,4,1,2,3,3,4,2,5,2,4,4,4,2,1
2.4114078345369556,1,0.9954368661852177,0.7877184330926088,1,3,3,2,2,2,0.8931552992778264,3,3,4,2,4,2,1,0.7925350743415458,3,3,4,0.9025350743415458,2,2,1,2,3,2,2,2,0,2,2,4,2,2,4,3,4,1,1,2,1,1,1,2
2.321833775560724,0,0.9373853890274547,0.9895415561098191,1,3,3,4,2,1,0.8862648414677925,4,3,2,4,3,3,2,0.79,4,3,2,0.9499150719630397,3,1,0,2,2,2,3,2,0,3,3,2,4,2,3,3,1,3,1,1,4,4,2,1
2.369101710871229,1,0.9868784096409765,0.6965607951795117,2,5,1,3,2,1,0.8750794036153662,2,1,4,3,1,1,2,0.9665607951795118,2,1,2,0.7150794036153661,2,1,1,2,2,2,2,2,0,1,1,2,4,3,1,3,3,3,1,2,2,2,2,1
2.451281805573441,2,0.8247987103046849,0.7639194841218739,4,0,3,3,3,0,0.7506247815952819,2,3,3,2,2,2,1,0.669120773817189,2,3,2,0.7082415476343781,3,5,1,3,3,3,4,3,2,3,3,2,4,4,2,3,5,4,2,3,2,4,4,1
2.5245675288937166,2,0.7563581177765708,0.9145371766648562,3,3,2,4,2,2,0.9354628233351437,2,4,2,1,4,4,1,0.7990440011008517,2,4,2,0.6918512933405753,3,3,0,2,3,2,3,2,0,4,4,2,2,1,3,1,4,4,4,2,2,2,2,1
1.69494347678158,3,0.8759941480106268,0.7865341135985832,4,1,1,1,1,2,0.9913352839964577,4,1,1,1,4,4,1,0.9065341135985832,4,2,1,0.9230682271971662,5,1,0,1,4,1,1,3,0,1,1,1,1,3,2,1,1,1,1,5,4,1,1,0
2.2756437042671083,1,0.9346931112801327,0.6297230381075063,3,1,3,3,2,2,0.7918413323192045,3,2,3,2,3,3,2,0.8346332576253851,2,2,2,0.7656437042671086,2,2,0,3,2,2,3,2,1,2,3,3,3,2,3,2,2,2,3,2,2,3,1,1
2.6249757101835405,1,0.7775170028715217,0.7724829971284783,2,4,3,2,3,1,0.7624732812018945,3,2,2,3,2,4,2,0.9375072869449379,3,2,3,0.9224344174955592,4,5,0,3,3,4,2,4,1,2,2,3,1,4,4,1,5,3,3,1,3,4,4,2
2.2616106644120384,2,0.6929535998823673,0.7964767999411837,2,2,2,3,2,2,0.8240928002352655,3,3,3,2,4,3,0,0.7631082669411431,3,3,4,0.7153375995882854,4,3,0,3,4,4,3,4,0,3,5,4,2,4,4,2,4,2,3,4,3,4,4,1
2.499891427054978,2,0.8915464506260237,0.7614595922700063,2,3,3,2,2,1,0.8971459592270007,3,4,4,2,4,2,2,0.8499348562329869,3,4,5,0.7772762467610268,2,2,1,2,4,2,2,2,0,2,2,5,2,2,4,3,4,2,1,2,1,2,2,2
2.297177613824055,2,0.5889309181487941,0.8560197376717732,2,1,2,2,2,1,0.6461151280113755,2,3,3,2,2,3,3,0.7679605246564537,1,3,3,0.9471842098625816,2,2,1,3,2,2,3,2,0,3,3,3,3,2,3,3,2,2,3,2,3,2,3,2
2.011552405801079,3,0.7872171867940548,0.980404627213784,2,1,2,2,2,2,0.9440132206108114,2,2,2,2,4,2,2,0.9216019830916218,3,2,2,0.7415854573281074,4,2,0,2,4,3,2,4,0,2,2,2,2,2,2,2,2,2,2,4,4,2,3,1
2.1863892224530557,1,0.9454865280663194,0.7286459584198958,3,3,2,2,4,2,0.7477432640331597,4,2,4,1,2,4,2,0.9272919168397917,2,2,1,0.7994782910607292,3,2,1,3,4,4,3,3,1,1,1,1,3,4,1,2,3,3,2,4,3,2,3,1
1.939281638298993,3,0.6337896916695769,0.7616527841687039,2,2,4,3,4,0,0.89,4,4,3,3,4,4,1,0.8531051541652116,5,4,3,0.6340734008295501,4,5,0,4,4,4,3,5,0,4,5,4,4,4,4,3,4,4,4,4,4,4,4,1
2.501303351598176,2,0.7621741621004561,0.923261243150684,3,3,2,4,2,0,0.926738756849316,2,4,2,2,3,4,1,0.8484803778538763,3,4,2,0.6569550273972639,3,3,0,2,2,2,3,2,0,3,3,2,2,1,2,2,3,4,4,2,1,2,3,1
2.077142182062795,0,0.8894139626882824,0.895164601483275,2,3,2,1,2,1,0.721538643290786,3,2,2,3,1,2,2,0.7553117015062591,3,2,2,0.6288279253765647,2,2,1,1,1,2,2,3,1,3,3,2,3,2,1,3,2,2,1,2,2,2,3,1
2.0496959225895406,3,0.9132159975028884,0.8261560068670569,3,1,4,1,3,0,0.6464319950057769,4,2,2,1,2,3,1,0.8396479925086652,1,2,2,0.9706279956300548,4,2,1,5,4,3,3,1,1,4,4,2,4,3,2,2,3,4,2,3,2,3,3,1
3.0904538020997685,1,0.7969781275852662,0.8429311119947801,1,4,2,2,3,0,0.7651361406299305,1,2,4,2,2,3,3,0.5924773098950116,3,2,1,0.842023507795243,2,2,1,2,3,3,3,3,0,4,4,1,2,5,2,1,4,2,2,2,4,3,3,1
3.0333481409892005,0,0.8877986339325631,0.7093208196404621,1,2,1,3,2,1,0.7544027321348739,4,3,1,3,2,3,2,0.7579624589213865,4,3,2,0.7611945357302523,5,1,0,3,1,2,3,3,1,2,2,2,4,2,4,3,1,3,2,2,3,4,2,1
2.183541505057564,0,0.92,0.6996861555814252,2,2,1,3,2,1,0.7287446223257009,3,3,1,2,1,3,2,0.7726461668606892,4,3,2,0.8415692220928739,4,2,1,2,1,2,2,3,1,3,3,2,4,3,3,4,3,3,1,1,2,2,2,1
2.7742426045480975,1,0.9389924557959171,0.6846059163615219,2,1,2,2,4,2,0.9948183440932878,3,1,1,1,1,1,2,0.9942426045480977,4,1,4,0.9251062138658831,3,2,1,1,2,4,2,4,1,3,3,4,3,2,3,3,3,2,2,4,1,3,2,2
2.7482138494175103,1,0.9027679904557608,0.8563389342529943,4,4,3,4,2,0,0.8795534623543776,3,1,2,2,4,2,2,0.7795534623543776,3,1,1,0.8143752545064524,4,3,1,1,3,2,1,3,1,4,4,1,2,2,2,4,4,4,2,3,3,3,3,1
2.4023984147869486,1,0.93,0.6038007926065257,2,2,1,1,1,2,0.6473604227234805,2,2,1,1,1,2,2,0.7476998678989124,2,1,2,0.8344796829573896,1,1,0,2,2,2,2,1,1,2,2,2,1,3,1,1,1,1,2,1,3,2,2,1
3.2233440779129268,1,0.9216291520927589,0.694072880231897,4,1,3,3,1,0,0.6879635598840514,2,3,3,4,2,2,2,0.877781359304309,2,3,4,0.8883708479072412,2,3,0,3,2,1,4,3,0,3,3,4,3,4,3,1,1,1,4,2,2,4,3,1
2.7926552700813208,1,0.8639829051219813,0.7072269707994496,3,0,2,2,4,1,0.8038651460027517,4,4,2,2,4,3,1,0.9058993357587892,2,4,3,0.8203532773576885,3,4,1,1,3,4,4,2,2,2,2,3,1,3,3,3,1,3,3,3,4,2,2,1
2.512951043438806,1,0.7785244782805969,0.8307315718760047,3,3,3,4,2,1,0.9392560501566016,2,4,2,1,4,4,1,0.6866707926557979,1,4,1,0.7336949932822046,2,2,1,3,3,2,2,2,0,5,5,1,2,1,3,2,4,5,4,2,3,3,2,1
2.53610525349245,1,0.8577478512738024,0.8383574022186477,3,2,2,2,4,1,0.7900930275265918,2,2,4,2,2,2,3,0.6947417382908732,2,2,1,0.8469008594904791,4,4,0,3,4,4,2,1,0,2,2,1,2,2,4,4,4,2,1,3,2,2,3,1
2.7409783416065103,1,1.0,0.89902165839349,3,2,2,2,4,1,0.7293502481953004,3,2,3,2,2,2,3,0.7203285898018104,2,2,1,0.7811949255414099,3,4,0,3,5,4,1,1,0,2,2,1,2,1,3,4,3,2,1,3,2,2,3,1
2.583353649953267,1,0.9055868887418217,0.8373170800373864,2,1,2,2,3,2,0.8230182849579404,3,1,1,1,1,1,2,0.8033536499532671,4,1,4,0.762850602460277,3,2,1,1,2,3,2,4,1,3,3,4,3,2,3,3,3,2,2,4,1,3,2,2
2.291343674030625,2,0.7227335500253285,0.7899596364483075,2,0,1,3,2,2,0.6474279041814416,3,3,2,3,3,4,2,0.7,1,3,3,0.904204153123417,1,1,0,4,3,2,3,2,0,3,3,3,3,3,2,4,2,2,2,2,3,4,2,1
2.0166009349550076,1,0.84,0.927091644717097,4,1,4,3,2,2,0.987875869106299,2,3,4,3,2,2,1,0.6848039439026995,1,3,2,0.6155881682919013,3,4,1,1,2,2,4,1,1,3,3,2,3,1,3,2,5,1,2,1,1,3,4,2
2.0969258246189866,1,0.9266148350762027,0.8075095607409108,2,3,3,1,2,2,0.7815370876905068,2,2,3,1,2,2,2,0.6509533515685824,3,2,4,0.5956614835076203,1,2,0,1,1,2,2,4,0,3,3,4,2,2,2,1,3,1,3,3,2,2,3,1
2.6205981062410504,1,0.9121046685921839,0.8075215150071595,2,1,2,2,3,2,0.8565382956169456,3,1,1,1,1,1,3,0.8405981062410506,4,1,4,0.7945083903048931,3,2,1,1,2,3,2,4,1,3,3,4,3,2,3,3,3,2,2,4,1,3,2,2
1.8679855617728962,3,0.9692074950973891,0.8685360156883547,3,1,1,2,1,2,0.8576224852921676,4,1,1,1,3,2,1,0.7668299803895566,4,1,1,0.7729884813700788,5,1,0,1,3,2,1,2,1,1,2,2,1,3,3,1,1,1,2,4,3,1,3,1
2.2308857937580835,1,0.8764906349132355,0.9381056190520586,4,1,2,3,1,1,0.7602793968091184,3,1,2,2,2,2,2,0.7447359523698533,2,1,2,0.697686523838381,3,2,1,2,3,1,4,1,0,3,3,2,3,4,3,2,3,2,1,3,2,3,2,1
1.7680884860586676,1,0.7499668821498497,0.9045635188273546,1,1,1,3,3,1,0.7832043985341933,3,2,2,3,3,2,2,0.7809391980455911,2,2,2,0.8977347995113978,4,3,0,3,2,3,3,2,0,2,3,2,3,2,3,2,4,3,3,2,1,3,1,1
2.5300619816597645,2,0.7549845045850588,0.9124767568775882,3,3,2,4,2,0,0.9375232431224118,2,4,2,1,4,4,1,0.7873682889730003,2,4,2,0.700092972489647,3,3,0,2,3,2,3,2,0,4,4,2,2,1,3,1,4,4,4,2,2,2,2,1
1.5772764219142985,3,0.9438789873571355,0.7774828016857153,4,1,1,1,1,2,0.9687070042142881,4,1,1,1,3,2,1,0.8974828016857153,4,2,1,0.9049656033714306,5,1,0,1,3,2,1,3,0,1,2,2,1,3,2,1,1,1,1,5,3,1,2,0
2.0571146421063196,1,0.8504390762012123,0.7150940877574026,2,5,1,2,2,0,0.9195609237987877,3,3,4,4,1,1,1,0.8956586143018185,3,3,2,0.6949686374141991,2,2,0,2,3,2,2,3,0,2,2,2,5,2,1,3,3,2,1,2,2,2,2,1
2.3235558699284953,1,1.0,0.695740406352467,4,2,3,2,1,2,0.6872669301742188,2,1,2,2,4,3,2,0.6470840857069491,1,1,2,0.8842138825307155,4,1,1,2,4,2,2,1,0,2,2,3,3,3,5,2,2,3,3,4,4,2,1,2
2.65084635108183,1,0.8607819621180623,0.8419779173752207,2,3,2,2,1,3,0.629282426845705,3,3,1,3,4,1,2,0.8876080894856835,1,2,3,0.8753909810590312,3,2,0,2,2,3,2,2,0,2,2,3,1,3,2,2,2,2,2,3,3,4,3,1
2.517922786978957,1,0.8530347541665143,0.7153977052076861,2,2,1,1,3,0,0.8916293442708143,1,2,3,2,3,1,2,0.8242162296871003,4,2,2,0.773706557291857,1,5,0,4,1,3,2,4,1,2,2,2,3,4,3,3,3,4,2,3,4,4,4,1
2.8633042513517766,1,0.8514113749480086,0.907056874740043,2,3,3,1,3,2,0.6028227498960171,4,3,2,2,3,2,1,0.6836488127339613,3,3,2,0.9710668135658238,2,2,0,1,3,3,3,4,0,3,3,2,3,4,1,2,1,1,2,3,2,2,4,1
2.5862402896287158,3,0.8927257834618947,0.853514506166821,3,2,2,2,4,2,0.7679403371408,2,2,4,2,2,2,1,0.6935758072179368,2,2,1,0.8329096866152421,4,4,1,3,4,4,2,1,0,2,2,1,2,2,4,4,4,2,1,3,2,2,3,1
2.9924282370367132,1,0.8281442082620865,0.6947720358974919,1,2,4,2,2,2,0.773711583475827,2,2,1,3,3,1,3,0.8997348868945838,3,2,4,1.0,3,1,1,4,1,2,2,3,0,3,3,4,4,4,2,3,3,3,2,3,4,3,3,2
2.4799570931085757,1,0.9085775581273463,0.7548534651235922,2,2,1,2,4,2,0.8079914186217152,4,2,4,1,3,4,3,0.8347283836928966,3,2,2,0.8355646860599191,4,2,0,3,4,4,2,2,0,1,1,2,3,3,2,1,2,3,2,4,4,3,3,1
2.781793092757251,1,0.7098391410422428,0.8028276289709949,2,2,1,3,1,1,0.7634253265567453,2,3,3,2,4,3,1,0.711356254129258,2,3,4,0.8028276289709949,4,3,0,3,3,4,2,4,0,3,5,3,2,4,3,1,4,1,2,4,3,4,4,0
2.70990647869904,1,0.8030189671150352,0.7,1,5,2,2,2,0,0.7828292959646835,4,3,3,4,3,2,1,0.8475474177875879,3,3,2,0.8726422533627637,2,2,0,4,3,2,4,3,0,2,2,2,3,2,3,3,3,1,2,3,3,1,1,2
2.1903326771240215,4,0.9495379095931522,0.8042143763860871,2,2,1,3,1,0,0.725656210331087,3,3,2,2,2,2,1,0.5816450977861957,2,3,2,0.6573013081172826,4,3,1,1,1,1,2,4,2,3,3,2,3,2,2,4,2,2,2,1,2,4,4,0
2.7470738850492236,1,0.8585972931065412,0.8286576436884706,2,5,4,3,2,1,0.726493232766353,2,4,3,4,2,3,2,0.89,3,4,1,0.807013534467294,2,2,0,2,2,2,5,1,0,3,3,1,2,1,5,4,4,2,2,3,4,2,2,1
3.030019306282036,1,0.8453981648130489,0.8945825289049152,1,4,3,2,3,0,0.7250096531410181,1,2,2,3,2,2,1,0.7733011561966067,2,2,2,0.8541554046688123,2,2,1,2,3,3,3,3,0,3,4,2,1,4,2,1,3,1,2,2,4,4,3,1
2.6964041973289836,2,0.8854561678931594,0.7,3,0,1,2,3,2,0.8718068247478845,3,3,2,3,4,2,2,0.8945438321068406,2,3,2,0.8490698173889285,2,4,1,1,2,3,4,3,2,3,3,2,1,2,4,2,2,3,3,3,3,3,2,1
2.43,1,0.7899509825079908,0.9412197213164788,4,2,2,3,2,2,0.8994146480877653,2,4,2,2,3,3,2,0.9800980349840185,4,4,3,0.5693166131037468,3,4,0,2,2,2,2,2,0,2,2,3,1,1,2,3,3,3,3,3,1,2,3,2
2.38648349172497,1,0.5498066570858994,0.914555894487969,3,1,2,2,1,2,0.8069486810996129,3,2,3,3,1,3,2,0.8289184460618374,1,2,3,0.9629728153539459,1,2,0,3,2,1,3,3,0,2,2,3,2,1,3,2,2,2,4,1,4,1,1,1
2.2268689643672817,1,0.941850018403022,0.7362095097881737,2,3,2,3,4,0,0.7511642830852826,3,2,4,1,2,3,3,0.916804791700131,3,2,1,0.79,3,2,1,3,4,4,3,3,0,2,2,1,2,4,2,1,3,2,2,3,4,3,3,1
2.9113579229652724,1,0.9567490898738489,0.8801236348107734,1,3,3,2,2,2,0.670411429384833,2,2,1,3,3,1,3,0.9814815577760457,1,2,4,0.9366254550630756,3,1,1,2,1,2,2,3,0,2,3,3,1,3,2,2,2,1,2,3,4,3,3,2
2.6142088652107036,1,0.610695251784682,0.7506952517846819,3,2,1,2,1,1,0.7265689858283608,2,2,2,2,4,3,1,0.8978316453915719,4,2,3,0.688042088652107,4,4,0,2,3,4,2,4,1,2,4,2,2,2,2,1,2,2,2,4,3,4,4,0
2.461851284518659,2,0.7691916097374504,0.7451447089387384,3,0,4,5,4,0,0.33861277398249673,4,5,3,5,4,5,1,0.6927744520350065,5,4,4,0.7451447089387384,4,5,1,5,5,5,4,4,3,5,5,5,5,5,3,5,5,4,5,4,4,5,4,1
